Customer Key,Original Name,Master Customer Name,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,Source
TN991654SERV_GP,Morning Pointe Of Tullahoma,Morning Pointe,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
TN992036SERV_GP,Morning Pt Knoxville The Lantern,Morning Pointe,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
TN991974SERV_GP,Morristown Utility Systems,Morristown Utility Systems,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Morristown Utility Systems'),,,SERV_GP
LV990151SERV_GP,Mortgage Network,Mortgage Network,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Mortgage Network'),,,SERV_GP
CN940344SERV_GP,"Motch, Marjorie",Motch Marjorie,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Motch, Marjorie')",,,SERV_GP
MOTIONINDUSTRIEMECH_GP,Motion Industries,Motion Industries,Commercial Services,Industrial parts distribution,4238,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
MT VERNONMECH_GP,Mount Vernon Developmental Center,Mount Vernon Developmental Center,Healthcare / Senior Living,Intermediate Care Facility,623210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,dodd.ohio.gov,MECH_GP
WV990291SERV_GP,Mountain Linen Service,Mountain Linen Service,Commercial Services,Linen services,8123,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
WV990283SERV_GP,Mountain Valley Pipeline,Mountain Valley Pipeline,Commercial Services,Pipeline operator,4862,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
WV990302SERV_GP,Mountaineer Challenge Academy South,Mountaineer Challenge Academy South,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Mountaineer Challenge Academy South'),,,SERV_GP
LX990460SERV_GP,Mq Building Llc,Mq Building,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
CN992136SERV_GP,Mra Advertising/Production Support Services,Mra Advertisingproduction Support Services,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Mra Advertising/Production Support Services'),,,SERV_GP
TN991403SERV_GP,Ms  Mcclellan & Co,MS Mcclellan and,Commercial Services,Specialty Retail / Apparel,448110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,msmcclellan.com,SERV_GP
IN990004SERV_GP,Msd Of Decatur Township,Msd of Decatur Township,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Msd Of Decatur Township'),,,SERV_GP
MSD OF CINNMECH_GP,Msd Of Greater Cincinnati,Msd of Greater Cincinnati,Public Schools (K–12),Public school district,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
DY991093SERV_GP,"Msi Express, Inc.",Msi Express,Manufacturing,Contract Packaging,561910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,msiexpress.com,SERV_GP
TN991999SERV_GP,Msp Wellness Llc - Billing,Msp Wellness Billing,Commercial Services,Medical Billing Services,541219,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
NV15013SERV_GP,Mt Holdings C/O Nai Nashville Stanton Group,MT Holdings,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Mt Holdings C/O Nai Nashville Stanton Group'),,,SERV_GP
LV990055SERV_GP,Mt Lebanon Missionary Baptist Church,MT Lebanon Missionary Baptist Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Mt Lebanon Missionary Baptist Church'),,,SERV_GP
NV00157SERV_GP,Mt&L,MT and L,Manufacturing,Card Manufacturing / Printing,323111,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,magticket.com,SERV_GP
DY991145SERV_GP,Mtm Molded Products,Mtm Molded Products,Manufacturing,Plastics manufacturing,3261,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
MUBEA INCMECH_GP,Mubea Inc.,Mubea,Manufacturing,Automotive components,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
TN991394SERV_GP,Mueller Company,Mueller,Manufacturing,Gas Products Mfg,332911,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,muellergas.com,SERV_GP
LV990015SERV_GP,Multicolor Corporation,Multicolor,Manufacturing,Labels/packaging printing,3231,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN991991SERV_GP,Mundet Inc Tennessee,Mundet Tennessee,Manufacturing,Plastics/packaging (verify),3261,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LV990124SERV_GP,Murakami Usa,Murakami USA,Manufacturing,Automotive components,3363,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
MURPHY - RESIDEMECH_GP,Murphy - Residence,Murphy Residence,Commercial Real Estate,Residential entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
DY991166SERV_GP,Murphy Company,Murphy,Construction,Mechanical Contractor,238220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,murphynet.com,SERV_GP
CN970087SERV_GP,Murphy Tractor & Equipment Co.,Murphy Tractor and Equipment,Commercial Services,Heavy equipment dealer,4238,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
IN990303SERV_GP,Mwi Animal Health,Mwi Animal Health,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Mwi Animal Health'),,,SERV_GP
CN991905SERV_GP,"Myriad Genetics, Inc.",Myriad Genetics,Healthcare / Senior Living,Clinical/genetic testing,6215,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
LX990438SERV_GP,N Salon,N Salon,Commercial Services,Salon,8121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
TN991881SERV_GP,Nails Desire,Nails Desire,Commercial Services,Nail salon,8121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
NV00172SERV_GP,Nasco,Nasco,Manufacturing,Automotive Spring Mfg,336330,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nhknasco.com,SERV_GP
NV00102SERV_GP,Nashville General Hospital,Nashville General Hospital,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Nashville General Hospital'),,,SERV_GP
NV15007SERV_GP,Nashville Office 1 Llc C/O Foundry Commercial,Nashville Office 1,Commercial Real Estate,Office property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NV15100SERV_GP,Nashville Opera Association,Nashville Opera Association,Non-Profit / Religious,Performing Arts / Opera,711110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nashvilleopera.org,SERV_GP
NV15102SERV_GP,Nashville Sheet Metal,Nashville Sheet Metal,Construction,Sheet metal/HVAC,2381,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,SERV_GP
NATIONAL BEDDINMECH_GP,"National Bedding, Llc.",National Bedding,Manufacturing,Mattress Manufacturing,337910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,serta.com,MECH_GP
NAT CITY BNKMECH_GP,National City Bank,National City Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'National City Bank'),,,MECH_GP
NATIONAL CITYMECH_GP,National City Equipment Finance,National City Equipment Finance,Commercial Services,Equipment finance,5222,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
NV00145SERV_GP,National Indoor Rv Center,National Indoor Rv Center,Commercial Services,RV sales/service,4412,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
CN992340SERV_GP,Nativity Church And School,Nativity Church and School,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Nativity Church And School'),,,SERV_GP
CN992252SERV_GP,Ndh Reit Op Lp,Ndh Reit Op LP,Commercial Real Estate,REIT property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NEHEMIAHMECH_GP,Nehemiah,Nehemiah,Manufacturing,Consumer Goods / Packaging,325611,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nehemiahcompanies.org,MECH_GP
CN992199SERV_GP,Nehemiah Manufacturing Company,Nehemiah Manufacturing,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Nehemiah Manufacturing Company'),,,SERV_GP
NELCORECONSTRMECH_GP,Nelcore Construction,Nelcore Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Nelcore Construction'),,,MECH_GP
LX990417SERV_GP,Neogen,Neogen,Commercial Services,Life sciences/testing,5417,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992349SERV_GP,Neptune Eye Company,Neptune Eye,Healthcare / Senior Living,Eye care (verify),6213,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LX990105SERV_GP,Nestle Usa,Nestle USA,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990336SERV_GP,Netfor,Netfor,Commercial Services,BPO / IT Services,541513,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,netfor.com,SERV_GP
DY991136SERV_GP,New Albany Commerce I & Ii C/O Cbre,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,,SERV_GP
IN990496SERV_GP,New Hope Of Indiana,New Hope of Indiana,Non-Profit / Religious,Social services nonprofit,8133,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
CN991964SERV_GP,New Riff Distilling,New Riff Distilling,Manufacturing,Distillery,312140,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,newriffdistilling.com,SERV_GP
NEW RIFFMECH_GP,New Riff Distilling,New Riff Distilling,Manufacturing,Distillery,312140,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,newriffdistilling.com,MECH_GP
NV00130SERV_GP,New Vision Baptist Church,New Vision Baptist Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'New Vision Baptist Church'),,,SERV_GP
CN992255SERV_GP,Newly Weds Foods,Newly Weds Foods,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN991301SERV_GP,Newly Weds Foods,Newly Weds Foods,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN991792SERV_GP,"Newly Weds Foods, Inc",Newly Weds Foods,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
NEW PAGEMECH_GP,Newpage Corporation,Newpage,Manufacturing,Paper manufacturing,3221,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
CN991777SERV_GP,Newport Housing Authority,Newport Housing Authority,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Newport Housing Authority'),,,SERV_GP
CN992230SERV_GP,Next Generation Childcare,Next Generation Childcare,Commercial Services,Childcare,6244,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
CN990960SERV_GP,Neyer Management,Neyer Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Neyer Properties'),,,SERV_GP
NEYER MANAGEMENMECH_GP,Neyer Management,Neyer Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Neyer Properties'),,,MECH_GP
NEYERMECH_GP,Neyer Properties,Neyer Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Neyer Properties'),,,MECH_GP
NIAGARABOTTLINGMECH_GP,Niagara Bottling,Niagara Bottling,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
NICKLES BAKERYMECH_GP,Nickles Bakery,Nickles Bakery,Manufacturing,Commercial Bakery,311812,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nicklesbakery.com,MECH_GP
LX990288SERV_GP,"Nitto, Inc.",Nitto,Manufacturing,Industrial materials (verify entity),325,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
CN992283SERV_GP,Nlign Analytics Etegent,Nlign Analytics Etegent,Commercial Services,Aerospace Software / Analytics,541511,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nlign.com,SERV_GP
CN991887SERV_GP,Nnodum Pharmaceuticals,Nnodum Pharmaceuticals,Manufacturing,Pharmaceutical Mfg,325412,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,zikspain.com,SERV_GP
NORTHPOINT IIIMECH_GP,Norhtpoint Development,Norhtpoint Development,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Norhtpoint Development'),,,MECH_GP
CN991259SERV_GP,Noritake Usa Inc,Noritake USA,Manufacturing,Ceramics/industrial materials,327,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
NAPCINCINNATIMECH_GP,North American Properties - Cincinnati,North American Properties Cincinnati,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'North American Properties - Cincinnati'),,,MECH_GP
N AMERICAN STNMECH_GP,North American Stainless,North American Stainless,Manufacturing,Steel manufacturing,3311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
CN992296SERV_GP,North College Hill City Schools,North College Hill City Schools,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'North College Hill City Schools'),,,SERV_GP
IN990400SERV_GP,North Madison Public Library,North Madison Public Library,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'North Madison Public Library'),,,SERV_GP
N KY ASSOC REALMECH_GP,Northern Kentucky Association Of Realtors,Northern Kentucky Association of Realtors,Commercial Services,Trade association,8139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
LX990407SERV_GP,Northern Kentucky Eyecare,Northern Kentucky Eyecare,Healthcare / Senior Living,Eye care,6213,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NORTHERN KY ELEMECH_GP,Northern Ky Electric Service,Northern KY Electric Service,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Northern Ky Electric Service'),,,MECH_GP
CN992248SERV_GP,Northern Ky Health Department,Northern KY Health Department,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Northern Ky Health Department'),,,SERV_GP
